Periodo,Anio,MesNumero,MesNombre,Trimestre,CodigoSerie,NombreIndicador,NombreCorto,Categoria,Unidad,Valor,Valor_Mes_Anterior,Variacion_Mensual_Abs,Variacion_Mensual_Pct,Valor_Anio_Anterior,Variacion_Interanual_Abs,Variacion_Interanual_Pct,Fecha_Carga,Fuente_URL
2020-01-01,2020,1,Enero,T1,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,2.25,,,,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2020-02-01,2020,2,Febrero,T1,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,2.25,2.25,0.0,0.0,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2020-03-01,2020,3,Marzo,T1,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,1.25,2.25,-1.0,-44.4444,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2020-04-01,2020,4,Abril,T2,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,0.25,1.25,-1.0,-80.0,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2020-05-01,2020,5,Mayo,T2,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,0.25,0.25,0.0,0.0,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2020-06-01,2020,6,Junio,T2,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,0.25,0.25,0.0,0.0,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2020-07-01,2020,7,Julio,T3,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,0.25,0.25,0.0,0.0,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2020-08-01,2020,8,Agosto,T3,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,0.25,0.25,0.0,0.0,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2020-09-01,2020,9,Septiembre,T3,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,0.25,0.25,0.0,0.0,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2020-10-01,2020,10,Octubre,T4,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,0.25,0.25,0.0,0.0,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2020-11-01,2020,11,Noviembre,T4,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,0.25,0.25,0.0,0.0,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2020-12-01,2020,12,Diciembre,T4,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,0.25,0.25,0.0,0.0,,,,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2021-01-01,2021,1,Enero,T1,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,0.25,0.25,0.0,0.0,2.25,-2.0,-88.8889,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2021-02-01,2021,2,Febrero,T1,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,0.25,0.25,0.0,0.0,2.25,-2.0,-88.8889,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2021-03-01,2021,3,Marzo,T1,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,0.25,0.25,0.0,0.0,1.25,-1.0,-80.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2021-04-01,2021,4,Abril,T2,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,0.25,0.25,0.0,0.0,0.25,0.0,0.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2021-05-01,2021,5,Mayo,T2,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,0.25,0.25,0.0,0.0,0.25,0.0,0.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2021-06-01,2021,6,Junio,T2,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,0.25,0.25,0.0,0.0,0.25,0.0,0.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2021-07-01,2021,7,Julio,T3,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,0.25,0.25,0.0,0.0,0.25,0.0,0.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2021-08-01,2021,8,Agosto,T3,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,0.5,0.25,0.25,100.0,0.25,0.25,100.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2021-09-01,2021,9,Septiembre,T3,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,1.0,0.5,0.5,100.0,0.25,0.75,300.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2021-10-01,2021,10,Octubre,T4,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,1.5,1.0,0.5,50.0,0.25,1.25,500.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2021-11-01,2021,11,Noviembre,T4,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,2.0,1.5,0.5,33.3333,0.25,1.75,700.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2021-12-01,2021,12,Diciembre,T4,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,2.5,2.0,0.5,25.0,0.25,2.25,900.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2022-01-01,2022,1,Enero,T1,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,3.0,2.5,0.5,20.0,0.25,2.75,1100.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2022-02-01,2022,2,Febrero,T1,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,3.5,3.0,0.5,16.6667,0.25,3.25,1300.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2022-03-01,2022,3,Marzo,T1,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,4.0,3.5,0.5,14.2857,0.25,3.75,1500.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2022-04-01,2022,4,Abril,T2,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,4.5,4.0,0.5,12.5,0.25,4.25,1700.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2022-05-01,2022,5,Mayo,T2,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,5.0,4.5,0.5,11.1111,0.25,4.75,1900.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2022-06-01,2022,6,Junio,T2,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,5.5,5.0,0.5,10.0,0.25,5.25,2100.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2022-07-01,2022,7,Julio,T3,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,6.0,5.5,0.5,9.0909,0.25,5.75,2300.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2022-08-01,2022,8,Agosto,T3,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,6.5,6.0,0.5,8.3333,0.5,6.0,1200.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2022-09-01,2022,9,Septiembre,T3,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,6.75,6.5,0.25,3.8462,1.0,5.75,575.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2022-10-01,2022,10,Octubre,T4,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,7.0,6.75,0.25,3.7037,1.5,5.5,366.6667,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2022-11-01,2022,11,Noviembre,T4,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,7.25,7.0,0.25,3.5714,2.0,5.25,262.5,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2022-12-01,2022,12,Diciembre,T4,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,7.5,7.25,0.25,3.4483,2.5,5.0,200.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2023-01-01,2023,1,Enero,T1,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,7.75,7.5,0.25,3.3333,3.0,4.75,158.3333,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2023-02-01,2023,2,Febrero,T1,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,7.75,7.75,0.0,0.0,3.5,4.25,121.4286,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2023-03-01,2023,3,Marzo,T1,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,7.75,7.75,0.0,0.0,4.0,3.75,93.75,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2023-04-01,2023,4,Abril,T2,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,7.75,7.75,0.0,0.0,4.5,3.25,72.2222,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2023-05-01,2023,5,Mayo,T2,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,7.75,7.75,0.0,0.0,5.0,2.75,55.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2023-06-01,2023,6,Junio,T2,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,7.75,7.75,0.0,0.0,5.5,2.25,40.9091,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2023-07-01,2023,7,Julio,T3,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,7.75,7.75,0.0,0.0,6.0,1.75,29.1667,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2023-08-01,2023,8,Agosto,T3,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,7.75,7.75,0.0,0.0,6.5,1.25,19.2308,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2023-09-01,2023,9,Septiembre,T3,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,7.5,7.75,-0.25,-3.2258,6.75,0.75,11.1111,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2023-10-01,2023,10,Octubre,T4,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,7.25,7.5,-0.25,-3.3333,7.0,0.25,3.5714,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2023-11-01,2023,11,Noviembre,T4,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,7.0,7.25,-0.25,-3.4483,7.25,-0.25,-3.4483,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2023-12-01,2023,12,Diciembre,T4,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,6.75,7.0,-0.25,-3.5714,7.5,-0.75,-10.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2024-01-01,2024,1,Enero,T1,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,6.5,6.75,-0.25,-3.7037,7.75,-1.25,-16.129,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2024-02-01,2024,2,Febrero,T1,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,6.25,6.5,-0.25,-3.8462,7.75,-1.5,-19.3548,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2024-03-01,2024,3,Marzo,T1,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,6.25,6.25,0.0,0.0,7.75,-1.5,-19.3548,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2024-04-01,2024,4,Abril,T2,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,6.0,6.25,-0.25,-4.0,7.75,-1.75,-22.5806,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2024-05-01,2024,5,Mayo,T2,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,5.75,6.0,-0.25,-4.1667,7.75,-2.0,-25.8065,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2024-06-01,2024,6,Junio,T2,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,5.75,5.75,0.0,0.0,7.75,-2.0,-25.8065,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2024-07-01,2024,7,Julio,T3,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,5.75,5.75,0.0,0.0,7.75,-2.0,-25.8065,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2024-08-01,2024,8,Agosto,T3,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,5.5,5.75,-0.25,-4.3478,7.75,-2.25,-29.0323,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2024-09-01,2024,9,Septiembre,T3,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,5.25,5.5,-0.25,-4.5455,7.5,-2.25,-30.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2024-10-01,2024,10,Octubre,T4,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,5.25,5.25,0.0,0.0,7.25,-2.0,-27.5862,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2024-11-01,2024,11,Noviembre,T4,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,5.0,5.25,-0.25,-4.7619,7.0,-2.0,-28.5714,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2024-12-01,2024,12,Diciembre,T4,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,5.0,5.0,0.0,0.0,6.75,-1.75,-25.9259,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2025-01-01,2025,1,Enero,T1,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,4.75,5.0,-0.25,-5.0,6.5,-1.75,-26.9231,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2025-02-01,2025,2,Febrero,T1,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,4.75,4.75,0.0,0.0,6.25,-1.5,-24.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2025-03-01,2025,3,Marzo,T1,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,4.75,4.75,0.0,0.0,6.25,-1.5,-24.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2025-04-01,2025,4,Abril,T2,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,4.75,4.75,0.0,0.0,6.0,-1.25,-20.8333,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2025-05-01,2025,5,Mayo,T2,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,4.5,4.75,-0.25,-5.2632,5.75,-1.25,-21.7391,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2025-06-01,2025,6,Junio,T2,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,4.5,4.5,0.0,0.0,5.75,-1.25,-21.7391,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2025-07-01,2025,7,Julio,T3,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,4.5,4.5,0.0,0.0,5.75,-1.25,-21.7391,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2025-08-01,2025,8,Agosto,T3,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,4.5,4.5,0.0,0.0,5.5,-1.0,-18.1818,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2025-09-01,2025,9,Septiembre,T3,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,4.25,4.5,-0.25,-5.5556,5.25,-1.0,-19.0476,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2025-10-01,2025,10,Octubre,T4,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,4.25,4.25,0.0,0.0,5.25,-1.0,-19.0476,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2025-11-01,2025,11,Noviembre,T4,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,4.25,4.25,0.0,0.0,5.0,-0.75,-15.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
2025-12-01,2025,12,Diciembre,T4,PD04722MM,Tasa de referencia de la política monetaria,Tasa referencia,Política monetaria,% nominal anual,4.25,4.25,0.0,0.0,5.0,-0.75,-15.0,2026-06-28,https://estadisticas.bcrp.gob.pe/estadisticas/series/mensuales/resultados/PD04722MM/html
